filename,zcr_mean,zcr_std,spectral_centroid,mean_spectral_rolloff,std_spectral_rolloff,spectral_bandwidth,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,bird_type
XC122910.mp3,0.3510906407651345,0.05120183739217424,4376.08426732371,6666.248379694507,1496.4208089717438,2154.1973113403537,0.2802010476589203,0.4041248857975006,0.5136662721633911,0.6637269258499146,0.34538108110427856,0.3054903447628021,0.27353203296661377,0.281354695558548,0.24505122005939484,0.31266266107559204,0.24795281887054443,0.24575185775756836,-542.405517578125,-94.81381225585938,-83.49885559082031,32.0797119140625,24.366445541381836,17.665203094482422,-9.617711067199707,-21.925188064575195,1.5939428806304932,2.228652000427246,10.179601669311523,10.206074714660645,-16.900089263916016,-0.006378755439072847,-3.4569501876831055,4.543880939483643,9.178504943847656,-3.5976576805114746,-6.942389965057373,2.342945098876953,-4.922445774078369,10.15924072265625,-1.9195332527160645,-1.4330387115478516,-3.299443483352661,0.0665803998708725,astfly
XC122922.mp3,0.3690506899988769,0.0613106258384259,4551.574631888895,5729.529729879127,1148.3430507541725,1690.7863446987026,0.19960983097553253,0.2659972310066223,0.5293559432029724,0.5094295740127563,0.45225822925567627,0.24712073802947998,0.12215783447027206,0.12258964776992798,0.08714648336172104,0.10135388374328613,0.087445467710495,0.1313822716474533,-468.912109375,-96.39566802978516,-68.41011047363281,38.78045654296875,5.5346784591674805,26.369047164916992,-14.307209014892578,-22.824317932128906,16.89537239074707,-12.911294937133789,13.139291763305664,10.202923774719238,-16.412450790405273,3.781498670578003,-8.179525375366211,6.11205530166626,9.730888366699219,-5.474197864532471,-4.812708854675293,0.3440161943435669,-2.09151029586792,8.736824989318848,-3.9789516925811768,1.7493629455566406,-5.965364933013916,2.2345902919769287,astfly
XC122895.mp3,0.3803368872338599,0.027753108811798575,4606.526543273237,8049.183302659255,595.1393293576245,2714.644432548875,0.8041307330131531,0.8765855431556702,0.7209054231643677,0.5771498680114746,0.48757967352867126,0.468351811170578,0.45537716150283813,0.4463098347187042,0.44502711296081543,0.4520343542098999,0.49942725896835327,0.6021640300750732,-554.4027099609375,-30.33489990234375,-58.817691802978516,-19.856966018676758,-30.88971710205078,-17.51329231262207,-17.546785354614258,-15.603574752807617,-7.551920413970947,-8.606022834777832,-11.046951293945312,1.8307548761367798,-9.672420501708984,-1.9319963455200195,-2.4391872882843018,-4.212471961975098,-2.5914113521575928,0.5027323961257935,-5.525946140289307,4.2650322914123535,-3.5607845783233643,1.7843959331512451,0.20501169562339783,1.2264297008514404,-1.357352614402771,3.6621615886688232,astfly
XC122892.mp3,0.3362881134710558,0.06748639070826647,4126.306242533257,6096.557456086907,1031.7774758226992,2056.400792367556,0.22784094512462616,0.2883508503437042,0.28838786482810974,0.36275628209114075,0.39429956674575806,0.3155670762062073,0.26629793643951416,0.2623683214187622,0.23888030648231506,0.2391328662633896,0.3294033110141754,0.23583945631980896,-535.9507446289062,-29.869834899902344,-54.213321685791016,18.168670654296875,-36.43340301513672,-14.34687614440918,-11.92725944519043,-2.7143588066101074,-2.4652936458587646,-5.633667945861816,3.7066094875335693,9.881189346313477,-2.4157304763793945,1.7054575681686401,0.7101067900657654,-0.21841785311698914,-4.230888366699219,-1.0850942134857178,-0.04220198467373848,1.9631191492080688,-0.22788149118423462,5.714430809020996,1.0964444875717163,1.9060616493225098,-0.14730282127857208,-0.5573620796203613,astfly
XC122820.mp3,0.2000084056814206,0.05473321853642044,3267.916507714159,6646.451435663051,1044.8559703368817,2875.5419942183175,0.4591447114944458,0.6156445145606995,0.8399437665939331,0.5455060005187988,0.38745489716529846,0.36845147609710693,0.42320793867111206,0.4219468832015991,0.4370153546333313,0.46823394298553467,0.4856135845184326,0.45853906869888306,-466.1734619140625,61.66227340698242,0.7322723865509033,15.697064399719238,1.4208097457885742,7.892132759094238,-0.6491729617118835,4.176587104797363,6.150083065032959,-4.553393363952637,3.4251139163970947,7.231586933135986,-4.316854000091553,9.884321212768555,-1.0188990831375122,2.701186180114746,4.421327114105225,1.1510705947875977,2.240652561187744,5.001648902893066,-5.296274185180664,7.938464164733887,-3.6880364418029785,3.9643797874450684,1.7101383209228516,0.8276225328445435,astfly
XC122826.mp3,0.1605651136602636,0.08209397181169346,3050.8475607284904,6417.58291744076,887.906664747362,2819.609257658721,0.5227317810058594,0.5550059676170349,0.6416996121406555,0.626006007194519,0.5472286939620972,0.5334838628768921,0.5184857845306396,0.5468569397926331,0.5701945424079895,0.5610960721969604,0.5757429003715515,0.5437213778495789,-429.421142578125,58.602542877197266,3.2066104412078857,26.235689163208008,7.747272491455078,11.839996337890625,2.4153501987457275,11.757908821105957,6.621026039123535,3.5408356189727783,4.68991231918335,9.599769592285156,-1.0732781887054443,7.347369194030762,2.888575553894043,4.37652587890625,2.324167251586914,2.0609567165374756,3.6611216068267822,3.402223587036133,-2.388345241546631,5.797032356262207,-1.9222824573516846,4.460208892822266,-0.7994456887245178,3.124760866165161,astfly
XC122806.mp3,0.27723093085720885,0.04242676809004409,4097.459281247202,7446.149798550138,1232.8560236552953,2691.7356478910383,0.2868313789367676,0.26928311586380005,0.3104083240032196,0.3408108055591583,0.2733622193336487,0.2736247479915619,0.30225738883018494,0.30350255966186523,0.41900572180747986,0.8552424907684326,0.40306854248046875,0.2434893250465393,-501.5372009277344,-27.675615310668945,-80.76982879638672,-34.245574951171875,-9.390942573547363,14.990574836730957,15.227717399597168,15.506760597229004,9.982841491699219,-1.16056489944458,-8.447757720947266,-12.145380973815918,-12.389020919799805,5.654834747314453,4.777185916900635,6.570312976837158,2.672879934310913,2.9495320320129395,-0.17902334034442902,-1.902274250984192,-10.607682228088379,1.255244493484497,-1.1440004110336304,4.284814357757568,0.2653696537017822,3.098745346069336,astfly
XC308580.mp3,0.6449083212855872,0.08242106990707655,6626.109619743207,10131.563646852757,134.49093168855583,3336.571726896225,0.1506286859512329,0.16157008707523346,0.2976970076560974,0.8073315024375916,0.6700294613838196,0.1267169713973999,0.09946571290493011,0.10367368906736374,0.14069588482379913,0.44074711203575134,0.7239354848861694,0.5179654359817505,-292.2696228027344,13.830801963806152,53.387821197509766,-17.843900680541992,9.517643928527832,12.09462833404541,4.254582405090332,4.162959098815918,13.57824993133545,-0.1477399617433548,7.694213390350342,10.526403427124023,-3.9086570739746094,10.937317848205566,4.298623085021973,-4.87174129486084,17.58090591430664,-13.835931777954102,16.047828674316406,-5.973238945007324,2.8783936500549316,2.3216512203216553,1.1116820573806763,3.993959665298462,-2.350701332092285,5.478764533996582,astfly
XC302540.mp3,0.35287873641304346,0.06029591224993084,4441.436402798885,7728.765196457912,1328.500872560227,2667.458787202937,0.6391440033912659,0.3684782385826111,0.4422031044960022,0.492978572845459,0.39133337140083313,0.3193345069885254,0.2982787489891052,0.28446394205093384,0.26271185278892517,0.2683303654193878,0.3358592987060547,0.5810984373092651,-457.4520263671875,-8.144048690795898,-28.866147994995117,9.016563415527344,-12.039095878601074,-19.381975173950195,-11.259839057922363,-7.869307518005371,-8.381986618041992,-13.687156677246094,-13.256858825683594,5.326652526855469,-11.235207557678223,-5.987956523895264,3.695833921432495,-0.9140723943710327,-4.04885196685791,3.9331462383270264,-1.837066650390625,0.46382036805152893,0.4717305302619934,0.3153846263885498,-0.8802403807640076,3.0967493057250977,-2.815563201904297,3.031804084777832,astfly
XC286838.mp3,0.26951791876782805,0.048207424485707244,3749.9250686500236,7218.251720325871,1390.7643819125049,2821.874341963617,0.5344868302345276,0.5480665564537048,0.5510188341140747,0.5813635587692261,0.5365253686904907,0.5049827694892883,0.5249900817871094,0.5315160155296326,0.5396212935447693,0.5299602746963501,0.5500921607017517,0.5343111157417297,-408.49945068359375,36.033897399902344,-27.4644718170166,-11.379936218261719,-20.72464370727539,-13.58848762512207,-8.11955738067627,-3.728163003921509,-6.200847148895264,-10.34492015838623,-8.075589179992676,-3.866049289703369,-10.351414680480957,-3.9001853466033936,-4.605578899383545,0.02733764424920082,-2.184131383895874,-0.6121078729629517,-3.511909008026123,-0.202324777841568,-3.7861297130584717,-0.24074658751487732,-4.669441223144531,0.7570227980613708,-3.653597593307495,0.08044495433568954,astfly
